DeathMaritalStatusMaritalStatusDesc,DeathYearYear,DeathCOD113ICDCode113Desc,Deaths,DeathAgeAdjustedRate11,SORT
Widowed,Total,Malignant neoplasm of esophagus (C15),98,0.3,1095
Divorced,2020 **,Malignant neoplasm of esophagus (C15),121,0.7,1098
Divorced,2021 **,Malignant neoplasm of esophagus (C15),0,N/A,1101
Divorced,Total,Malignant neoplasm of esophagus (C15),121,0.4,1104
Never Married,2020 **,Malignant neoplasm of esophagus (C15),57,0.4,1107
Never Married,2021 **,Malignant neoplasm of esophagus (C15),0,N/A,1110
Never Married,Total,Malignant neoplasm of esophagus (C15),57,0.2,1113
Unknown,2020 **,Malignant neoplasm of esophagus (C15),5,N/A,1116
Unknown,2021 **,Malignant neoplasm of esophagus (C15),0,N/A,1119
Unknown,Total,Malignant neoplasm of esophagus (C15),5,N/A,1122
Total,2020 **,Malignant neoplasm of esophagus (C15),625,4.0,1125
Total,2021 **,Malignant neoplasm of esophagus (C15),2,N/A,1128
Total,Total,Malignant neoplasm of esophagus (C15),627,2.0,1131
Married,2020 **,Malignant neoplasm of stomach (C16),157,1.0,1134
Married,2021 **,Malignant neoplasm of stomach (C16),0,N/A,1137
Married,Total,Malignant neoplasm of stomach (C16),157,0.5,1140
Married but Separated,2020 **,Malignant neoplasm of stomach (C16),0,N/A,1143
Married but Separated,2021 **,Malignant neoplasm of stomach (C16),0,N/A,1146
Married but Separated,Total,Malignant neoplasm of stomach (C16),0,N/A,1149
Widowed,2020 **,Malignant neoplasm of stomach (C16),70,0.5,1152
Widowed,2021 **,Malignant neoplasm of stomach (C16),0,N/A,1155
Widowed,Total,Malignant neoplasm of stomach (C16),70,0.2,1158
Divorced,2020 **,Malignant neoplasm of stomach (C16),57,0.4,1161
Divorced,2021 **,Malignant neoplasm of stomach (C16),0,N/A,1164
Divorced,Total,Malignant neoplasm of stomach (C16),57,0.2,1167
Never Married,2020 **,Malignant neoplasm of stomach (C16),40,0.3,1170
Never Married,2021 **,Malignant neoplasm of stomach (C16),0,N/A,1173
Never Married,Total,Malignant neoplasm of stomach (C16),40,0.1,1176
Unknown,2020 **,Malignant neoplasm of stomach (C16),0,N/A,1179
Unknown,2021 **,Malignant neoplasm of stomach (C16),0,N/A,1182
Unknown,Total,Malignant neoplasm of stomach (C16),0,N/A,1185
Total,2020 **,Malignant neoplasm of stomach (C16),324,2.1,1188
Total,2021 **,Malignant neoplasm of stomach (C16),0,N/A,1191
Total,Total,Malignant neoplasm of stomach (C16),324,1.1,1194
Married,2020 **,Malignant neoplasms of colon rectum and anus (C18-C21),851,5.6,1197
Married,2021 **,Malignant neoplasms of colon rectum and anus (C18-C21),6,N/A,1200
Married,Total,Malignant neoplasms of colon rectum and anus (C18-C21),857,2.8,1203
Married but Separated,2020 **,Malignant neoplasms of colon rectum and anus (C18-C21),12,0.1,1206
Married but Separated,2021 **,Malignant neoplasms of colon rectum and anus (C18-C21),1,N/A,1209
Married but Separated,Total,Malignant neoplasms of colon rectum and anus (C18-C21),13,0.0,1212
Widowed,2020 **,Malignant neoplasms of colon rectum and anus (C18-C21),495,3.2,1215
Widowed,2021 **,Malignant neoplasms of colon rectum and anus (C18-C21),1,N/A,1218
Widowed,Total,Malignant neoplasms of colon rectum and anus (C18-C21),496,1.6,1221
Divorced,2020 **,Malignant neoplasms of colon rectum and anus (C18-C21),390,2.5,1224
Divorced,2021 **,Malignant neoplasms of colon rectum and anus (C18-C21),0,N/A,1227
Divorced,Total,Malignant neoplasms of colon rectum and anus (C18-C21),390,1.3,1230
Never Married,2020 **,Malignant neoplasms of colon rectum and anus (C18-C21),227,1.6,1233
Never Married,2021 **,Malignant neoplasms of colon rectum and anus (C18-C21),2,N/A,1236
Never Married,Total,Malignant neoplasms of colon rectum and anus (C18-C21),229,0.8,1239
Unknown,2020 **,Malignant neoplasms of colon rectum and anus (C18-C21),4,N/A,1242
Unknown,2021 **,Malignant neoplasms of colon rectum and anus (C18-C21),0,N/A,1245
Unknown,Total,Malignant neoplasms of colon rectum and anus (C18-C21),4,N/A,1248
Total,2020 **,Malignant neoplasms of colon rectum and anus (C18-C21),1979,13.0,1251
Total,2021 **,Malignant neoplasms of colon rectum and anus (C18-C21),10,0.1,1254
Total,Total,Malignant neoplasms of colon rectum and anus (C18-C21),1989,6.6,1257
Married,2020 **,Malignant neoplasms of liver and intrahepatic bile ducts (C22),427,2.7,1260
Married,2021 **,Malignant neoplasms of liver and intrahepatic bile ducts (C22),0,N/A,1263
Married,Total,Malignant neoplasms of liver and intrahepatic bile ducts (C22),427,1.3,1266
Married but Separated,2020 **,Malignant neoplasms of liver and intrahepatic bile ducts (C22),6,N/A,1269
Married but Separated,2021 **,Malignant neoplasms of liver and intrahepatic bile ducts (C22),0,N/A,1272
Married but Separated,Total,Malignant neoplasms of liver and intrahepatic bile ducts (C22),6,N/A,1275
Widowed,2020 **,Malignant neoplasms of liver and intrahepatic bile ducts (C22),161,1.0,1278
Widowed,2021 **,Malignant neoplasms of liver and intrahepatic bile ducts (C22),0,N/A,1281
Widowed,Total,Malignant neoplasms of liver and intrahepatic bile ducts (C22),161,0.5,1284
Divorced,2020 **,Malignant neoplasms of liver and intrahepatic bile ducts (C22),192,1.2,1287
Divorced,2021 **,Malignant neoplasms of liver and intrahepatic bile ducts (C22),0,N/A,1290
Divorced,Total,Malignant neoplasms of liver and intrahepatic bile ducts (C22),192,0.6,1293
Never Married,2020 **,Malignant neoplasms of liver and intrahepatic bile ducts (C22),105,0.7,1296
Never Married,2021 **,Malignant neoplasms of liver and intrahepatic bile ducts (C22),0,N/A,1299
Never Married,Total,Malignant neoplasms of liver and intrahepatic bile ducts (C22),105,0.3,1302
Unknown,2020 **,Malignant neoplasms of liver and intrahepatic bile ducts (C22),6,N/A,1305
Unknown,2021 **,Malignant neoplasms of liver and intrahepatic bile ducts (C22),0,N/A,1308
Unknown,Total,Malignant neoplasms of liver and intrahepatic bile ducts (C22),6,N/A,1311
Total,2020 **,Malignant neoplasms of liver and intrahepatic bile ducts (C22),897,5.6,1314
Total,2021 **,Malignant neoplasms of liver and intrahepatic bile ducts (C22),0,N/A,1317
Total,Total,Malignant neoplasms of liver and intrahepatic bile ducts (C22),897,2.8,1320
Married,2020 **,Malignant neoplasm of pancreas (C25),878,5.6,1323
Married,2021 **,Malignant neoplasm of pancreas (C25),1,N/A,1326
Married,Total,Malignant neoplasm of pancreas (C25),879,2.8,1329
Married but Separated,2020 **,Malignant neoplasm of pancreas (C25),6,N/A,1332
Married but Separated,2021 **,Malignant neoplasm of pancreas (C25),0,N/A,1335
Married but Separated,Total,Malignant neoplasm of pancreas (C25),6,N/A,1338
Widowed,2020 **,Malignant neoplasm of pancreas (C25),382,2.5,1341
Widowed,2021 **,Malignant neoplasm of pancreas (C25),2,N/A,1344
Widowed,Total,Malignant neoplasm of pancreas (C25),384,1.2,1347
Divorced,2020 **,Malignant neoplasm of pancreas (C25),302,1.9,1350
Divorced,2021 **,Malignant neoplasm of pancreas (C25),1,N/A,1353
Divorced,Total,Malignant neoplasm of pancreas (C25),303,1.0,1356
Never Married,2020 **,Malignant neoplasm of pancreas (C25),153,1.0,1359
Never Married,2021 **,Malignant neoplasm of pancreas (C25),0,N/A,1362
Never Married,Total,Malignant neoplasm of pancreas (C25),153,0.5,1365
Unknown,2020 **,Malignant neoplasm of pancreas (C25),3,N/A,1368
Unknown,2021 **,Malignant neoplasm of pancreas (C25),0,N/A,1371
Unknown,Total,Malignant neoplasm of pancreas (C25),3,N/A,1374
Total,2020 **,Malignant neoplasm of pancreas (C25),1724,11.0,1377
Total,2021 **,Malignant neoplasm of pancreas (C25),4,N/A,1380
Total,Total,Malignant neoplasm of pancreas (C25),1728,5.5,1383
Married,2020 **,Malignant neoplasm of larynx (C32),70,0.4,1386
Married,2021 **,Malignant neoplasm of larynx (C32),0,N/A,1389
Married,Total,Malignant neoplasm of larynx (C32),70,0.2,1392
Married but Separated,2020 **,Malignant neoplasm of larynx (C32),1,N/A,1395
Married but Separated,2021 **,Malignant neoplasm of larynx (C32),0,N/A,1398
Married but Separated,Total,Malignant neoplasm of larynx (C32),1,N/A,1401
Widowed,2020 **,Malignant neoplasm of larynx (C32),30,0.2,1404
Widowed,2021 **,Malignant neoplasm of larynx (C32),0,N/A,1407
Widowed,Total,Malignant neoplasm of larynx (C32),30,0.1,1410
Divorced,2020 **,Malignant neoplasm of larynx (C32),43,0.3,1413
Divorced,2021 **,Malignant neoplasm of larynx (C32),0,N/A,1416
Divorced,Total,Malignant neoplasm of larynx (C32),43,0.1,1419
Never Married,2020 **,Malignant neoplasm of larynx (C32),21,0.1,1422
Never Married,2021 **,Malignant neoplasm of larynx (C32),0,N/A,1425
Never Married,Total,Malignant neoplasm of larynx (C32),21,0.1,1428
Unknown,2020 **,Malignant neoplasm of larynx (C32),2,N/A,1431
Unknown,2021 **,Malignant neoplasm of larynx (C32),0,N/A,1434
Unknown,Total,Malignant neoplasm of larynx (C32),2,N/A,1437
Total,2020 **,Malignant neoplasm of larynx (C32),167,1.0,1440
Total,2021 **,Malignant neoplasm of larynx (C32),0,N/A,1443
Total,Total,Malignant neoplasm of larynx (C32),167,0.5,1446
Married,2020 **,Malignant neoplasms of trachea bronchus and lung (C33-C34),2532,16.0,1449
Married,2021 **,Malignant neoplasms of trachea bronchus and lung (C33-C34),4,N/A,1452
Married,Total,Malignant neoplasms of trachea bronchus and lung (C33-C34),2536,8.0,1455
Married but Separated,2020 **,Malignant neoplasms of trachea bronchus and lung (C33-C34),31,0.2,1458
Married but Separated,2021 **,Malignant neoplasms of trachea bronchus and lung (C33-C34),0,N/A,1461
Married but Separated,Total,Malignant neoplasms of trachea bronchus and lung (C33-C34),31,0.1,1464
Widowed,2020 **,Malignant neoplasms of trachea bronchus and lung (C33-C34),1353,8.8,1467
Widowed,2021 **,Malignant neoplasms of trachea bronchus and lung (C33-C34),2,N/A,1470
Widowed,Total,Malignant neoplasms of trachea bronchus and lung (C33-C34),1355,4.4,1473
Divorced,2020 **,Malignant neoplasms of trachea bronchus and lung (C33-C34),1353,8.3,1476
Divorced,2021 **,Malignant neoplasms of trachea bronchus and lung (C33-C34),4,N/A,1479
Divorced,Total,Malignant neoplasms of trachea bronchus and lung (C33-C34),1357,4.2,1482
Never Married,2020 **,Malignant neoplasms of trachea bronchus and lung (C33-C34),430,2.8,1485
Never Married,2021 **,Malignant neoplasms of trachea bronchus and lung (C33-C34),0,N/A,1488
Never Married,Total,Malignant neoplasms of trachea bronchus and lung (C33-C34),430,1.4,1491
Unknown,2020 **,Malignant neoplasms of trachea bronchus and lung (C33-C34),26,0.2,1494
Unknown,2021 **,Malignant neoplasms of trachea bronchus and lung (C33-C34),0,N/A,1497
Unknown,Total,Malignant neoplasms of trachea bronchus and lung (C33-C34),26,0.1,1500
Total,2020 **,Malignant neoplasms of trachea bronchus and lung (C33-C34),5725,36.1,1503
Total,2021 **,Malignant neoplasms of trachea bronchus and lung (C33-C34),10,0.1,1506
Total,Total,Malignant neoplasms of trachea bronchus and lung (C33-C34),5735,18.1,1509
Married,2020 **,Malignant melanoma of skin (C43),196,1.3,1512
Married,2021 **,Malignant melanoma of skin (C43),2,N/A,1515
Married,Total,Malignant melanoma of skin (C43),198,0.6,1518
Married but Separated,2020 **,Malignant melanoma of skin (C43),2,N/A,1521
Married but Separated,2021 **,Malignant melanoma of skin (C43),0,N/A,1524
Married but Separated,Total,Malignant melanoma of skin (C43),2,N/A,1527
Widowed,2020 **,Malignant melanoma of skin (C43),57,0.4,1530
Widowed,2021 **,Malignant melanoma of skin (C43),0,N/A,1533
Widowed,Total,Malignant melanoma of skin (C43),57,0.2,1536
Divorced,2020 **,Malignant melanoma of skin (C43),56,0.4,1539
Divorced,2021 **,Malignant melanoma of skin (C43),0,N/A,1542
Divorced,Total,Malignant melanoma of skin (C43),56,0.2,1545
Never Married,2020 **,Malignant melanoma of skin (C43),45,0.3,1548
Never Married,2021 **,Malignant melanoma of skin (C43),0,N/A,1551
Never Married,Total,Malignant melanoma of skin (C43),45,0.2,1554
Unknown,2020 **,Malignant melanoma of skin (C43),1,N/A,1557
Unknown,2021 **,Malignant melanoma of skin (C43),0,N/A,1560
Unknown,Total,Malignant melanoma of skin (C43),1,N/A,1563
Total,2020 **,Malignant melanoma of skin (C43),357,2.4,1566
Total,2021 **,Malignant melanoma of skin (C43),2,N/A,1569
Total,Total,Malignant melanoma of skin (C43),359,1.2,1572
Married,2020 **,Malignant neoplasm of breast (C50),598,4.0,1575
Married,2021 **,Malignant neoplasm of breast (C50),3,N/A,1578
Married,Total,Malignant neoplasm of breast (C50),601,2.0,1581
Married but Separated,2020 **,Malignant neoplasm of breast (C50),3,N/A,1584
Married but Separated,2021 **,Malignant neoplasm of breast (C50),0,N/A,1587
Married but Separated,Total,Malignant neoplasm of breast (C50),3,N/A,1590
Widowed,2020 **,Malignant neoplasm of breast (C50),478,3.0,1593
Widowed,2021 **,Malignant neoplasm of breast (C50),0,N/A,1596
Widowed,Total,Malignant neoplasm of breast (C50),478,1.5,1599
Divorced,2020 **,Malignant neoplasm of breast (C50),292,2.0,1602
Divorced,2021 **,Malignant neoplasm of breast (C50),0,N/A,1605
Divorced,Total,Malignant neoplasm of breast (C50),292,1.0,1608
Never Married,2020 **,Malignant neoplasm of breast (C50),170,1.2,1611
Never Married,2021 **,Malignant neoplasm of breast (C50),0,N/A,1614
Never Married,Total,Malignant neoplasm of breast (C50),170,0.6,1617
Unknown,2020 **,Malignant neoplasm of breast (C50),1,N/A,1620
Unknown,2021 **,Malignant neoplasm of breast (C50),0,N/A,1623
Unknown,Total,Malignant neoplasm of breast (C50),1,N/A,1626
Total,2020 **,Malignant neoplasm of breast (C50),1542,10.3,1629
Total,2021 **,Malignant neoplasm of breast (C50),3,N/A,1632
Total,Total,Malignant neoplasm of breast (C50),1545,5.2,1635
Married,2020 **,Malignant neoplasm of cervix uteri (C53),54,0.4,1638
Married,2021 **,Malignant neoplasm of cervix uteri (C53),0,N/A,1641
Married,Total,Malignant neoplasm of cervix uteri (C53),54,0.2,1644
Married but Separated,2020 **,Malignant neoplasm of cervix uteri (C53),2,N/A,1647
Married but Separated,2021 **,Malignant neoplasm of cervix uteri (C53),0,N/A,1650
Married but Separated,Total,Malignant neoplasm of cervix uteri (C53),2,N/A,1653
Widowed,2020 **,Malignant neoplasm of cervix uteri (C53),20,0.1,1656
Widowed,2021 **,Malignant neoplasm of cervix uteri (C53),0,N/A,1659
Widowed,Total,Malignant neoplasm of cervix uteri (C53),20,0.1,1662
Divorced,2020 **,Malignant neoplasm of cervix uteri (C53),35,0.3,1665
Divorced,2021 **,Malignant neoplasm of cervix uteri (C53),0,N/A,1668
Divorced,Total,Malignant neoplasm of cervix uteri (C53),35,0.1,1671
Never Married,2020 **,Malignant neoplasm of cervix uteri (C53),23,0.2,1674
Never Married,2021 **,Malignant neoplasm of cervix uteri (C53),0,N/A,1677
Never Married,Total,Malignant neoplasm of cervix uteri (C53),23,0.1,1680
Unknown,2020 **,Malignant neoplasm of cervix uteri (C53),0,N/A,1683
Unknown,2021 **,Malignant neoplasm of cervix uteri (C53),0,N/A,1686
Unknown,Total,Malignant neoplasm of cervix uteri (C53),0,N/A,1689
Total,2020 **,Malignant neoplasm of cervix uteri (C53),134,1.0,1692
Total,2021 **,Malignant neoplasm of cervix uteri (C53),0,N/A,1695
Total,Total,Malignant neoplasm of cervix uteri (C53),134,0.5,1698
Married,2020 **,Malignant neoplasms of corpus uteri and uterus part unspecified (C54-C55),170,1.0,1701
Married,2021 **,Malignant neoplasms of corpus uteri and uterus part unspecified (C54-C55),0,N/A,1704
Married,Total,Malignant neoplasms of corpus uteri and uterus part unspecified (C54-C55),170,0.5,1707
Married but Separated,2020 **,Malignant neoplasms of corpus uteri and uterus part unspecified (C54-C55),2,N/A,1710
Married but Separated,2021 **,Malignant neoplasms of corpus uteri and uterus part unspecified (C54-C55),0,N/A,1713
Married but Separated,Total,Malignant neoplasms of corpus uteri and uterus part unspecified (C54-C55),2,N/A,1716
Widowed,2020 **,Malignant neoplasms of corpus uteri and uterus part unspecified (C54-C55),113,0.7,1719
Widowed,2021 **,Malignant neoplasms of corpus uteri and uterus part unspecified (C54-C55),2,N/A,1722
Widowed,Total,Malignant neoplasms of corpus uteri and uterus part unspecified (C54-C55),115,0.4,1725
Divorced,2020 **,Malignant neoplasms of corpus uteri and uterus part unspecified (C54-C55),83,0.5,1728
Divorced,2021 **,Malignant neoplasms of corpus uteri and uterus part unspecified (C54-C55),0,N/A,1731
Divorced,Total,Malignant neoplasms of corpus uteri and uterus part unspecified (C54-C55),83,0.3,1734
Never Married,2020 **,Malignant neoplasms of corpus uteri and uterus part unspecified (C54-C55),68,0.4,1737
Never Married,2021 **,Malignant neoplasms of corpus uteri and uterus part unspecified (C54-C55),0,N/A,1740
Never Married,Total,Malignant neoplasms of corpus uteri and uterus part unspecified (C54-C55),68,0.2,1743
Unknown,2020 **,Malignant neoplasms of corpus uteri and uterus part unspecified (C54-C55),1,N/A,1746
Unknown,2021 **,Malignant neoplasms of corpus uteri and uterus part unspecified (C54-C55),0,N/A,1749
Unknown,Total,Malignant neoplasms of corpus uteri and uterus part unspecified (C54-C55),1,N/A,1752
Total,2020 **,Malignant neoplasms of corpus uteri and uterus part unspecified (C54-C55),437,2.7,1755
Total,2021 **,Malignant neoplasms of corpus uteri and uterus part unspecified (C54-C55),2,N/A,1758
Total,Total,Malignant neoplasms of corpus uteri and uterus part unspecified (C54-C55),439,1.4,1761
Married,2020 **,Malignant neoplasm of ovary (C56),185,1.2,1764
Married,2021 **,Malignant neoplasm of ovary (C56),0,N/A,1767
Married,Total,Malignant neoplasm of ovary (C56),185,0.6,1770
Married but Separated,2020 **,Malignant neoplasm of ovary (C56),1,N/A,1773
Married but Separated,2021 **,Malignant neoplasm of ovary (C56),0,N/A,1776
Married but Separated,Total,Malignant neoplasm of ovary (C56),1,N/A,1779
Widowed,2020 **,Malignant neoplasm of ovary (C56),110,0.7,1782
Widowed,2021 **,Malignant neoplasm of ovary (C56),0,N/A,1785
Widowed,Total,Malignant neoplasm of ovary (C56),110,0.4,1788
Divorced,2020 **,Malignant neoplasm of ovary (C56),87,0.6,1791
Divorced,2021 **,Malignant neoplasm of ovary (C56),1,N/A,1794
Divorced,Total,Malignant neoplasm of ovary (C56),88,0.3,1797
Never Married,2020 **,Malignant neoplasm of ovary (C56),58,0.4,1800
Never Married,2021 **,Malignant neoplasm of ovary (C56),0,N/A,1803
Never Married,Total,Malignant neoplasm of ovary (C56),58,0.2,1806
Unknown,2020 **,Malignant neoplasm of ovary (C56),0,N/A,1809
Unknown,2021 **,Malignant neoplasm of ovary (C56),0,N/A,1812
Unknown,Total,Malignant neoplasm of ovary (C56),0,N/A,1815
Total,2020 **,Malignant neoplasm of ovary (C56),441,2.8,1818
Total,2021 **,Malignant neoplasm of ovary (C56),1,N/A,1821
Total,Total,Malignant neoplasm of ovary (C56),442,1.4,1824
Married,2020 **,Malignant neoplasm of prostate (C61),604,3.9,1827
Married,2021 **,Malignant neoplasm of prostate (C61),1,N/A,1830
Married,Total,Malignant neoplasm of prostate (C61),605,1.9,1833
Married but Separated,2020 **,Malignant neoplasm of prostate (C61),4,N/A,1836
Married but Separated,2021 **,Malignant neoplasm of prostate (C61),0,N/A,1839
Married but Separated,Total,Malignant neoplasm of prostate (C61),4,N/A,1842
Widowed,2020 **,Malignant neoplasm of prostate (C61),266,1.7,1845
Widowed,2021 **,Malignant neoplasm of prostate (C61),1,N/A,1848
Widowed,Total,Malignant neoplasm of prostate (C61),267,0.9,1851
Divorced,2020 **,Malignant neoplasm of prostate (C61),175,1.1,1854
Divorced,2021 **,Malignant neoplasm of prostate (C61),0,N/A,1857
Divorced,Total,Malignant neoplasm of prostate (C61),175,0.5,1860
Never Married,2020 **,Malignant neoplasm of prostate (C61),61,0.4,1863
Never Married,2021 **,Malignant neoplasm of prostate (C61),0,N/A,1866
Never Married,Total,Malignant neoplasm of prostate (C61),61,0.2,1869
Unknown,2020 **,Malignant neoplasm of prostate (C61),3,N/A,1872
Unknown,2021 **,Malignant neoplasm of prostate (C61),0,N/A,1875
Unknown,Total,Malignant neoplasm of prostate (C61),3,N/A,1878
