DeathEducationLevelEducationLevel,DeathYearYear,DeathCOD113ICDCode113Desc,Deaths,DeathAgeAdjustedRate11,SORT
9TH THRU 12TH GRADE; NO DIPLOMA,Total,Acute poliomyelitis (A80),0,N/A,915
HIGH SCHOOL GRADUATE OR GED,2020 **,Acute poliomyelitis (A80),0,N/A,918
HIGH SCHOOL GRADUATE OR GED,2021 **,Acute poliomyelitis (A80),0,N/A,921
HIGH SCHOOL GRADUATE OR GED,Total,Acute poliomyelitis (A80),0,N/A,924
COLLEGE BUT NO DEGREE,2020 **,Acute poliomyelitis (A80),0,N/A,927
COLLEGE BUT NO DEGREE,2021 **,Acute poliomyelitis (A80),0,N/A,930
COLLEGE BUT NO DEGREE,Total,Acute poliomyelitis (A80),0,N/A,933
ASSOCIATE DEGREE (E.G. AA AS),2020 **,Acute poliomyelitis (A80),0,N/A,936
ASSOCIATE DEGREE (E.G. AA AS),2021 **,Acute poliomyelitis (A80),0,N/A,939
ASSOCIATE DEGREE (E.G. AA AS),Total,Acute poliomyelitis (A80),0,N/A,942
BACHELORS DEGREE (E.G. BA AB BS),2020 **,Acute poliomyelitis (A80),0,N/A,945
BACHELORS DEGREE (E.G. BA AB BS),2021 **,Acute poliomyelitis (A80),0,N/A,948
BACHELORS DEGREE (E.G. BA AB BS),Total,Acute poliomyelitis (A80),0,N/A,951
MASTERS DEGREE (E.G. MA MS..),2020 **,Acute poliomyelitis (A80),0,N/A,954
MASTERS DEGREE (E.G. MA MS..),2021 **,Acute poliomyelitis (A80),0,N/A,957
MASTERS DEGREE (E.G. MA MS..),Total,Acute poliomyelitis (A80),0,N/A,960
DOCTORATE DEGREE OR PROFESSIONAL DEGREE,2020 **,Acute poliomyelitis (A80),0,N/A,963
DOCTORATE DEGREE OR PROFESSIONAL DEGREE,2021 **,Acute poliomyelitis (A80),0,N/A,966
DOCTORATE DEGREE OR PROFESSIONAL DEGREE,Total,Acute poliomyelitis (A80),0,N/A,969
UNKNOWN,2020 **,Acute poliomyelitis (A80),0,N/A,972
UNKNOWN,2021 **,Acute poliomyelitis (A80),0,N/A,975
UNKNOWN,Total,Acute poliomyelitis (A80),0,N/A,978
Total,2020 **,Acute poliomyelitis (A80),0,N/A,981
Total,2021 **,Acute poliomyelitis (A80),0,N/A,984
Total,Total,Acute poliomyelitis (A80),0,N/A,987
8TH GRADE OR LESS,2020 **,Arthropod-borne viral encephalitis (A83-A84A85.2),0,N/A,990
8TH GRADE OR LESS,2021 **,Arthropod-borne viral encephalitis (A83-A84A85.2),0,N/A,993
8TH GRADE OR LESS,Total,Arthropod-borne viral encephalitis (A83-A84A85.2),0,N/A,996
9TH THRU 12TH GRADE; NO DIPLOMA,2020 **,Arthropod-borne viral encephalitis (A83-A84A85.2),0,N/A,999
9TH THRU 12TH GRADE; NO DIPLOMA,2021 **,Arthropod-borne viral encephalitis (A83-A84A85.2),0,N/A,1002
9TH THRU 12TH GRADE; NO DIPLOMA,Total,Arthropod-borne viral encephalitis (A83-A84A85.2),0,N/A,1005
HIGH SCHOOL GRADUATE OR GED,2020 **,Arthropod-borne viral encephalitis (A83-A84A85.2),0,N/A,1008
HIGH SCHOOL GRADUATE OR GED,2021 **,Arthropod-borne viral encephalitis (A83-A84A85.2),0,N/A,1011
HIGH SCHOOL GRADUATE OR GED,Total,Arthropod-borne viral encephalitis (A83-A84A85.2),0,N/A,1014
COLLEGE BUT NO DEGREE,2020 **,Arthropod-borne viral encephalitis (A83-A84A85.2),0,N/A,1017
COLLEGE BUT NO DEGREE,2021 **,Arthropod-borne viral encephalitis (A83-A84A85.2),0,N/A,1020
COLLEGE BUT NO DEGREE,Total,Arthropod-borne viral encephalitis (A83-A84A85.2),0,N/A,1023
ASSOCIATE DEGREE (E.G. AA AS),2020 **,Arthropod-borne viral encephalitis (A83-A84A85.2),0,N/A,1026
ASSOCIATE DEGREE (E.G. AA AS),2021 **,Arthropod-borne viral encephalitis (A83-A84A85.2),0,N/A,1029
ASSOCIATE DEGREE (E.G. AA AS),Total,Arthropod-borne viral encephalitis (A83-A84A85.2),0,N/A,1032
BACHELORS DEGREE (E.G. BA AB BS),2020 **,Arthropod-borne viral encephalitis (A83-A84A85.2),0,N/A,1035
BACHELORS DEGREE (E.G. BA AB BS),2021 **,Arthropod-borne viral encephalitis (A83-A84A85.2),0,N/A,1038
BACHELORS DEGREE (E.G. BA AB BS),Total,Arthropod-borne viral encephalitis (A83-A84A85.2),0,N/A,1041
MASTERS DEGREE (E.G. MA MS..),2020 **,Arthropod-borne viral encephalitis (A83-A84A85.2),0,N/A,1044
MASTERS DEGREE (E.G. MA MS..),2021 **,Arthropod-borne viral encephalitis (A83-A84A85.2),0,N/A,1047
MASTERS DEGREE (E.G. MA MS..),Total,Arthropod-borne viral encephalitis (A83-A84A85.2),0,N/A,1050
DOCTORATE DEGREE OR PROFESSIONAL DEGREE,2020 **,Arthropod-borne viral encephalitis (A83-A84A85.2),0,N/A,1053
DOCTORATE DEGREE OR PROFESSIONAL DEGREE,2021 **,Arthropod-borne viral encephalitis (A83-A84A85.2),0,N/A,1056
DOCTORATE DEGREE OR PROFESSIONAL DEGREE,Total,Arthropod-borne viral encephalitis (A83-A84A85.2),0,N/A,1059
UNKNOWN,2020 **,Arthropod-borne viral encephalitis (A83-A84A85.2),0,N/A,1062
UNKNOWN,2021 **,Arthropod-borne viral encephalitis (A83-A84A85.2),0,N/A,1065
UNKNOWN,Total,Arthropod-borne viral encephalitis (A83-A84A85.2),0,N/A,1068
Total,2020 **,Arthropod-borne viral encephalitis (A83-A84A85.2),0,N/A,1071
Total,2021 **,Arthropod-borne viral encephalitis (A83-A84A85.2),0,N/A,1074
Total,Total,Arthropod-borne viral encephalitis (A83-A84A85.2),0,N/A,1077
8TH GRADE OR LESS,2020 **,Viral hepatitis (B15-B19),7,N/A,1080
8TH GRADE OR LESS,2021 **,Viral hepatitis (B15-B19),0,N/A,1083
8TH GRADE OR LESS,Total,Viral hepatitis (B15-B19),7,N/A,1086
9TH THRU 12TH GRADE; NO DIPLOMA,2020 **,Viral hepatitis (B15-B19),22,0.2,1089
9TH THRU 12TH GRADE; NO DIPLOMA,2021 **,Viral hepatitis (B15-B19),0,N/A,1092
9TH THRU 12TH GRADE; NO DIPLOMA,Total,Viral hepatitis (B15-B19),22,0.1,1095
HIGH SCHOOL GRADUATE OR GED,2020 **,Viral hepatitis (B15-B19),40,0.3,1098
HIGH SCHOOL GRADUATE OR GED,2021 **,Viral hepatitis (B15-B19),0,N/A,1101
HIGH SCHOOL GRADUATE OR GED,Total,Viral hepatitis (B15-B19),40,0.1,1104
COLLEGE BUT NO DEGREE,2020 **,Viral hepatitis (B15-B19),16,0.1,1107
COLLEGE BUT NO DEGREE,2021 **,Viral hepatitis (B15-B19),0,N/A,1110
COLLEGE BUT NO DEGREE,Total,Viral hepatitis (B15-B19),16,0.1,1113
ASSOCIATE DEGREE (E.G. AA AS),2020 **,Viral hepatitis (B15-B19),7,N/A,1116
ASSOCIATE DEGREE (E.G. AA AS),2021 **,Viral hepatitis (B15-B19),0,N/A,1119
ASSOCIATE DEGREE (E.G. AA AS),Total,Viral hepatitis (B15-B19),7,N/A,1122
BACHELORS DEGREE (E.G. BA AB BS),2020 **,Viral hepatitis (B15-B19),1,N/A,1125
BACHELORS DEGREE (E.G. BA AB BS),2021 **,Viral hepatitis (B15-B19),0,N/A,1128
BACHELORS DEGREE (E.G. BA AB BS),Total,Viral hepatitis (B15-B19),1,N/A,1131
MASTERS DEGREE (E.G. MA MS..),2020 **,Viral hepatitis (B15-B19),1,N/A,1134
MASTERS DEGREE (E.G. MA MS..),2021 **,Viral hepatitis (B15-B19),0,N/A,1137
MASTERS DEGREE (E.G. MA MS..),Total,Viral hepatitis (B15-B19),1,N/A,1140
DOCTORATE DEGREE OR PROFESSIONAL DEGREE,2020 **,Viral hepatitis (B15-B19),0,N/A,1143
DOCTORATE DEGREE OR PROFESSIONAL DEGREE,2021 **,Viral hepatitis (B15-B19),0,N/A,1146
DOCTORATE DEGREE OR PROFESSIONAL DEGREE,Total,Viral hepatitis (B15-B19),0,N/A,1149
UNKNOWN,2020 **,Viral hepatitis (B15-B19),3,N/A,1152
UNKNOWN,2021 **,Viral hepatitis (B15-B19),0,N/A,1155
UNKNOWN,Total,Viral hepatitis (B15-B19),3,N/A,1158
Total,2020 **,Viral hepatitis (B15-B19),97,0.7,1161
Total,2021 **,Viral hepatitis (B15-B19),0,N/A,1164
Total,Total,Viral hepatitis (B15-B19),97,0.3,1167
8TH GRADE OR LESS,2020 **,Human immunodeficiency virus (HIV) disease (B20-B24),1,N/A,1170
8TH GRADE OR LESS,2021 **,Human immunodeficiency virus (HIV) disease (B20-B24),0,N/A,1173
8TH GRADE OR LESS,Total,Human immunodeficiency virus (HIV) disease (B20-B24),1,N/A,1176
9TH THRU 12TH GRADE; NO DIPLOMA,2020 **,Human immunodeficiency virus (HIV) disease (B20-B24),15,0.1,1179
9TH THRU 12TH GRADE; NO DIPLOMA,2021 **,Human immunodeficiency virus (HIV) disease (B20-B24),0,N/A,1182
9TH THRU 12TH GRADE; NO DIPLOMA,Total,Human immunodeficiency virus (HIV) disease (B20-B24),15,0.1,1185
HIGH SCHOOL GRADUATE OR GED,2020 **,Human immunodeficiency virus (HIV) disease (B20-B24),38,0.3,1188
HIGH SCHOOL GRADUATE OR GED,2021 **,Human immunodeficiency virus (HIV) disease (B20-B24),0,N/A,1191
HIGH SCHOOL GRADUATE OR GED,Total,Human immunodeficiency virus (HIV) disease (B20-B24),38,0.2,1194
COLLEGE BUT NO DEGREE,2020 **,Human immunodeficiency virus (HIV) disease (B20-B24),16,0.1,1197
COLLEGE BUT NO DEGREE,2021 **,Human immunodeficiency virus (HIV) disease (B20-B24),0,N/A,1200
COLLEGE BUT NO DEGREE,Total,Human immunodeficiency virus (HIV) disease (B20-B24),16,0.1,1203
ASSOCIATE DEGREE (E.G. AA AS),2020 **,Human immunodeficiency virus (HIV) disease (B20-B24),2,N/A,1206
ASSOCIATE DEGREE (E.G. AA AS),2021 **,Human immunodeficiency virus (HIV) disease (B20-B24),0,N/A,1209
ASSOCIATE DEGREE (E.G. AA AS),Total,Human immunodeficiency virus (HIV) disease (B20-B24),2,N/A,1212
BACHELORS DEGREE (E.G. BA AB BS),2020 **,Human immunodeficiency virus (HIV) disease (B20-B24),7,N/A,1215
BACHELORS DEGREE (E.G. BA AB BS),2021 **,Human immunodeficiency virus (HIV) disease (B20-B24),0,N/A,1218
BACHELORS DEGREE (E.G. BA AB BS),Total,Human immunodeficiency virus (HIV) disease (B20-B24),7,N/A,1221
MASTERS DEGREE (E.G. MA MS..),2020 **,Human immunodeficiency virus (HIV) disease (B20-B24),4,N/A,1224
MASTERS DEGREE (E.G. MA MS..),2021 **,Human immunodeficiency virus (HIV) disease (B20-B24),0,N/A,1227
MASTERS DEGREE (E.G. MA MS..),Total,Human immunodeficiency virus (HIV) disease (B20-B24),4,N/A,1230
DOCTORATE DEGREE OR PROFESSIONAL DEGREE,2020 **,Human immunodeficiency virus (HIV) disease (B20-B24),0,N/A,1233
DOCTORATE DEGREE OR PROFESSIONAL DEGREE,2021 **,Human immunodeficiency virus (HIV) disease (B20-B24),0,N/A,1236
DOCTORATE DEGREE OR PROFESSIONAL DEGREE,Total,Human immunodeficiency virus (HIV) disease (B20-B24),0,N/A,1239
UNKNOWN,2020 **,Human immunodeficiency virus (HIV) disease (B20-B24),3,N/A,1242
UNKNOWN,2021 **,Human immunodeficiency virus (HIV) disease (B20-B24),0,N/A,1245
UNKNOWN,Total,Human immunodeficiency virus (HIV) disease (B20-B24),3,N/A,1248
Total,2020 **,Human immunodeficiency virus (HIV) disease (B20-B24),86,0.7,1251
Total,2021 **,Human immunodeficiency virus (HIV) disease (B20-B24),0,N/A,1254
Total,Total,Human immunodeficiency virus (HIV) disease (B20-B24),86,0.3,1257
8TH GRADE OR LESS,2020 **,Malaria (B50-B54),0,N/A,1260
8TH GRADE OR LESS,2021 **,Malaria (B50-B54),0,N/A,1263
8TH GRADE OR LESS,Total,Malaria (B50-B54),0,N/A,1266
9TH THRU 12TH GRADE; NO DIPLOMA,2020 **,Malaria (B50-B54),0,N/A,1269
9TH THRU 12TH GRADE; NO DIPLOMA,2021 **,Malaria (B50-B54),0,N/A,1272
9TH THRU 12TH GRADE; NO DIPLOMA,Total,Malaria (B50-B54),0,N/A,1275
HIGH SCHOOL GRADUATE OR GED,2020 **,Malaria (B50-B54),0,N/A,1278
HIGH SCHOOL GRADUATE OR GED,2021 **,Malaria (B50-B54),0,N/A,1281
HIGH SCHOOL GRADUATE OR GED,Total,Malaria (B50-B54),0,N/A,1284
COLLEGE BUT NO DEGREE,2020 **,Malaria (B50-B54),0,N/A,1287
COLLEGE BUT NO DEGREE,2021 **,Malaria (B50-B54),0,N/A,1290
COLLEGE BUT NO DEGREE,Total,Malaria (B50-B54),0,N/A,1293
ASSOCIATE DEGREE (E.G. AA AS),2020 **,Malaria (B50-B54),0,N/A,1296
ASSOCIATE DEGREE (E.G. AA AS),2021 **,Malaria (B50-B54),0,N/A,1299
ASSOCIATE DEGREE (E.G. AA AS),Total,Malaria (B50-B54),0,N/A,1302
BACHELORS DEGREE (E.G. BA AB BS),2020 **,Malaria (B50-B54),0,N/A,1305
BACHELORS DEGREE (E.G. BA AB BS),2021 **,Malaria (B50-B54),0,N/A,1308
BACHELORS DEGREE (E.G. BA AB BS),Total,Malaria (B50-B54),0,N/A,1311
MASTERS DEGREE (E.G. MA MS..),2020 **,Malaria (B50-B54),0,N/A,1314
MASTERS DEGREE (E.G. MA MS..),2021 **,Malaria (B50-B54),0,N/A,1317
MASTERS DEGREE (E.G. MA MS..),Total,Malaria (B50-B54),0,N/A,1320
DOCTORATE DEGREE OR PROFESSIONAL DEGREE,2020 **,Malaria (B50-B54),0,N/A,1323
DOCTORATE DEGREE OR PROFESSIONAL DEGREE,2021 **,Malaria (B50-B54),0,N/A,1326
DOCTORATE DEGREE OR PROFESSIONAL DEGREE,Total,Malaria (B50-B54),0,N/A,1329
UNKNOWN,2020 **,Malaria (B50-B54),0,N/A,1332
UNKNOWN,2021 **,Malaria (B50-B54),0,N/A,1335
UNKNOWN,Total,Malaria (B50-B54),0,N/A,1338
Total,2020 **,Malaria (B50-B54),0,N/A,1341
Total,2021 **,Malaria (B50-B54),0,N/A,1344
Total,Total,Malaria (B50-B54),0,N/A,1347
8TH GRADE OR LESS,2020 **,Other and unspecified infectious and parasitic diseases and their sequelae (A00A05A20-A36A42-A44A48-A49A54-A79A81-A82A85.0-A85.1A85.8A86-B04B06-B09B25-B49B55-B99),27,0.2,1350
8TH GRADE OR LESS,2021 **,Other and unspecified infectious and parasitic diseases and their sequelae (A00A05A20-A36A42-A44A48-A49A54-A79A81-A82A85.0-A85.1A85.8A86-B04B06-B09B25-B49B55-B99),0,N/A,1353
8TH GRADE OR LESS,Total,Other and unspecified infectious and parasitic diseases and their sequelae (A00A05A20-A36A42-A44A48-A49A54-A79A81-A82A85.0-A85.1A85.8A86-B04B06-B09B25-B49B55-B99),27,0.1,1356
9TH THRU 12TH GRADE; NO DIPLOMA,2020 **,Other and unspecified infectious and parasitic diseases and their sequelae (A00A05A20-A36A42-A44A48-A49A54-A79A81-A82A85.0-A85.1A85.8A86-B04B06-B09B25-B49B55-B99),39,0.3,1359
9TH THRU 12TH GRADE; NO DIPLOMA,2021 **,Other and unspecified infectious and parasitic diseases and their sequelae (A00A05A20-A36A42-A44A48-A49A54-A79A81-A82A85.0-A85.1A85.8A86-B04B06-B09B25-B49B55-B99),0,N/A,1362
9TH THRU 12TH GRADE; NO DIPLOMA,Total,Other and unspecified infectious and parasitic diseases and their sequelae (A00A05A20-A36A42-A44A48-A49A54-A79A81-A82A85.0-A85.1A85.8A86-B04B06-B09B25-B49B55-B99),39,0.1,1365
HIGH SCHOOL GRADUATE OR GED,2020 **,Other and unspecified infectious and parasitic diseases and their sequelae (A00A05A20-A36A42-A44A48-A49A54-A79A81-A82A85.0-A85.1A85.8A86-B04B06-B09B25-B49B55-B99),172,1.2,1368
HIGH SCHOOL GRADUATE OR GED,2021 **,Other and unspecified infectious and parasitic diseases and their sequelae (A00A05A20-A36A42-A44A48-A49A54-A79A81-A82A85.0-A85.1A85.8A86-B04B06-B09B25-B49B55-B99),0,N/A,1371
HIGH SCHOOL GRADUATE OR GED,Total,Other and unspecified infectious and parasitic diseases and their sequelae (A00A05A20-A36A42-A44A48-A49A54-A79A81-A82A85.0-A85.1A85.8A86-B04B06-B09B25-B49B55-B99),172,0.6,1374
COLLEGE BUT NO DEGREE,2020 **,Other and unspecified infectious and parasitic diseases and their sequelae (A00A05A20-A36A42-A44A48-A49A54-A79A81-A82A85.0-A85.1A85.8A86-B04B06-B09B25-B49B55-B99),39,0.2,1377
COLLEGE BUT NO DEGREE,2021 **,Other and unspecified infectious and parasitic diseases and their sequelae (A00A05A20-A36A42-A44A48-A49A54-A79A81-A82A85.0-A85.1A85.8A86-B04B06-B09B25-B49B55-B99),0,N/A,1380
COLLEGE BUT NO DEGREE,Total,Other and unspecified infectious and parasitic diseases and their sequelae (A00A05A20-A36A42-A44A48-A49A54-A79A81-A82A85.0-A85.1A85.8A86-B04B06-B09B25-B49B55-B99),39,0.1,1383
ASSOCIATE DEGREE (E.G. AA AS),2020 **,Other and unspecified infectious and parasitic diseases and their sequelae (A00A05A20-A36A42-A44A48-A49A54-A79A81-A82A85.0-A85.1A85.8A86-B04B06-B09B25-B49B55-B99),27,0.2,1386
ASSOCIATE DEGREE (E.G. AA AS),2021 **,Other and unspecified infectious and parasitic diseases and their sequelae (A00A05A20-A36A42-A44A48-A49A54-A79A81-A82A85.0-A85.1A85.8A86-B04B06-B09B25-B49B55-B99),0,N/A,1389
ASSOCIATE DEGREE (E.G. AA AS),Total,Other and unspecified infectious and parasitic diseases and their sequelae (A00A05A20-A36A42-A44A48-A49A54-A79A81-A82A85.0-A85.1A85.8A86-B04B06-B09B25-B49B55-B99),27,0.1,1392
BACHELORS DEGREE (E.G. BA AB BS),2020 **,Other and unspecified infectious and parasitic diseases and their sequelae (A00A05A20-A36A42-A44A48-A49A54-A79A81-A82A85.0-A85.1A85.8A86-B04B06-B09B25-B49B55-B99),33,0.2,1395
BACHELORS DEGREE (E.G. BA AB BS),2021 **,Other and unspecified infectious and parasitic diseases and their sequelae (A00A05A20-A36A42-A44A48-A49A54-A79A81-A82A85.0-A85.1A85.8A86-B04B06-B09B25-B49B55-B99),0,N/A,1398
BACHELORS DEGREE (E.G. BA AB BS),Total,Other and unspecified infectious and parasitic diseases and their sequelae (A00A05A20-A36A42-A44A48-A49A54-A79A81-A82A85.0-A85.1A85.8A86-B04B06-B09B25-B49B55-B99),33,0.1,1401
MASTERS DEGREE (E.G. MA MS..),2020 **,Other and unspecified infectious and parasitic diseases and their sequelae (A00A05A20-A36A42-A44A48-A49A54-A79A81-A82A85.0-A85.1A85.8A86-B04B06-B09B25-B49B55-B99),14,0.1,1404
MASTERS DEGREE (E.G. MA MS..),2021 **,Other and unspecified infectious and parasitic diseases and their sequelae (A00A05A20-A36A42-A44A48-A49A54-A79A81-A82A85.0-A85.1A85.8A86-B04B06-B09B25-B49B55-B99),0,N/A,1407
MASTERS DEGREE (E.G. MA MS..),Total,Other and unspecified infectious and parasitic diseases and their sequelae (A00A05A20-A36A42-A44A48-A49A54-A79A81-A82A85.0-A85.1A85.8A86-B04B06-B09B25-B49B55-B99),14,0.1,1410
DOCTORATE DEGREE OR PROFESSIONAL DEGREE,2020 **,Other and unspecified infectious and parasitic diseases and their sequelae (A00A05A20-A36A42-A44A48-A49A54-A79A81-A82A85.0-A85.1A85.8A86-B04B06-B09B25-B49B55-B99),13,0.1,1413
DOCTORATE DEGREE OR PROFESSIONAL DEGREE,2021 **,Other and unspecified infectious and parasitic diseases and their sequelae (A00A05A20-A36A42-A44A48-A49A54-A79A81-A82A85.0-A85.1A85.8A86-B04B06-B09B25-B49B55-B99),0,N/A,1416
DOCTORATE DEGREE OR PROFESSIONAL DEGREE,Total,Other and unspecified infectious and parasitic diseases and their sequelae (A00A05A20-A36A42-A44A48-A49A54-A79A81-A82A85.0-A85.1A85.8A86-B04B06-B09B25-B49B55-B99),13,0.0,1419
UNKNOWN,2020 **,Other and unspecified infectious and parasitic diseases and their sequelae (A00A05A20-A36A42-A44A48-A49A54-A79A81-A82A85.0-A85.1A85.8A86-B04B06-B09B25-B49B55-B99),6,N/A,1422
UNKNOWN,2021 **,Other and unspecified infectious and parasitic diseases and their sequelae (A00A05A20-A36A42-A44A48-A49A54-A79A81-A82A85.0-A85.1A85.8A86-B04B06-B09B25-B49B55-B99),0,N/A,1425
UNKNOWN,Total,Other and unspecified infectious and parasitic diseases and their sequelae (A00A05A20-A36A42-A44A48-A49A54-A79A81-A82A85.0-A85.1A85.8A86-B04B06-B09B25-B49B55-B99),6,N/A,1428
Total,2020 **,Other and unspecified infectious and parasitic diseases and their sequelae (A00A05A20-A36A42-A44A48-A49A54-A79A81-A82A85.0-A85.1A85.8A86-B04B06-B09B25-B49B55-B99),370,2.5,1431
Total,2021 **,Other and unspecified infectious and parasitic diseases and their sequelae (A00A05A20-A36A42-A44A48-A49A54-A79A81-A82A85.0-A85.1A85.8A86-B04B06-B09B25-B49B55-B99),0,N/A,1434
Total,Total,Other and unspecified infectious and parasitic diseases and their sequelae (A00A05A20-A36A42-A44A48-A49A54-A79A81-A82A85.0-A85.1A85.8A86-B04B06-B09B25-B49B55-B99),370,1.3,1437
8TH GRADE OR LESS,2020 **,Malignant neoplasms of lip oral cavity and pharynx (C00-C14),14,0.1,1440
8TH GRADE OR LESS,2021 **,Malignant neoplasms of lip oral cavity and pharynx (C00-C14),0,N/A,1443
8TH GRADE OR LESS,Total,Malignant neoplasms of lip oral cavity and pharynx (C00-C14),14,0.0,1446
9TH THRU 12TH GRADE; NO DIPLOMA,2020 **,Malignant neoplasms of lip oral cavity and pharynx (C00-C14),49,0.3,1449
9TH THRU 12TH GRADE; NO DIPLOMA,2021 **,Malignant neoplasms of lip oral cavity and pharynx (C00-C14),0,N/A,1452
9TH THRU 12TH GRADE; NO DIPLOMA,Total,Malignant neoplasms of lip oral cavity and pharynx (C00-C14),49,0.2,1455
HIGH SCHOOL GRADUATE OR GED,2020 **,Malignant neoplasms of lip oral cavity and pharynx (C00-C14),247,1.6,1458
HIGH SCHOOL GRADUATE OR GED,2021 **,Malignant neoplasms of lip oral cavity and pharynx (C00-C14),1,N/A,1461
HIGH SCHOOL GRADUATE OR GED,Total,Malignant neoplasms of lip oral cavity and pharynx (C00-C14),248,0.8,1464
COLLEGE BUT NO DEGREE,2020 **,Malignant neoplasms of lip oral cavity and pharynx (C00-C14),50,0.3,1467
COLLEGE BUT NO DEGREE,2021 **,Malignant neoplasms of lip oral cavity and pharynx (C00-C14),0,N/A,1470
COLLEGE BUT NO DEGREE,Total,Malignant neoplasms of lip oral cavity and pharynx (C00-C14),50,0.2,1473
ASSOCIATE DEGREE (E.G. AA AS),2020 **,Malignant neoplasms of lip oral cavity and pharynx (C00-C14),20,0.1,1476
ASSOCIATE DEGREE (E.G. AA AS),2021 **,Malignant neoplasms of lip oral cavity and pharynx (C00-C14),0,N/A,1479
ASSOCIATE DEGREE (E.G. AA AS),Total,Malignant neoplasms of lip oral cavity and pharynx (C00-C14),20,0.1,1482
BACHELORS DEGREE (E.G. BA AB BS),2020 **,Malignant neoplasms of lip oral cavity and pharynx (C00-C14),43,0.3,1485
BACHELORS DEGREE (E.G. BA AB BS),2021 **,Malignant neoplasms of lip oral cavity and pharynx (C00-C14),0,N/A,1488
BACHELORS DEGREE (E.G. BA AB BS),Total,Malignant neoplasms of lip oral cavity and pharynx (C00-C14),43,0.1,1491
MASTERS DEGREE (E.G. MA MS..),2020 **,Malignant neoplasms of lip oral cavity and pharynx (C00-C14),14,0.1,1494
MASTERS DEGREE (E.G. MA MS..),2021 **,Malignant neoplasms of lip oral cavity and pharynx (C00-C14),0,N/A,1497
MASTERS DEGREE (E.G. MA MS..),Total,Malignant neoplasms of lip oral cavity and pharynx (C00-C14),14,0.0,1500
DOCTORATE DEGREE OR PROFESSIONAL DEGREE,2020 **,Malignant neoplasms of lip oral cavity and pharynx (C00-C14),8,N/A,1503
DOCTORATE DEGREE OR PROFESSIONAL DEGREE,2021 **,Malignant neoplasms of lip oral cavity and pharynx (C00-C14),0,N/A,1506
DOCTORATE DEGREE OR PROFESSIONAL DEGREE,Total,Malignant neoplasms of lip oral cavity and pharynx (C00-C14),8,N/A,1509
UNKNOWN,2020 **,Malignant neoplasms of lip oral cavity and pharynx (C00-C14),6,N/A,1512
UNKNOWN,2021 **,Malignant neoplasms of lip oral cavity and pharynx (C00-C14),0,N/A,1515
UNKNOWN,Total,Malignant neoplasms of lip oral cavity and pharynx (C00-C14),6,N/A,1518
Total,2020 **,Malignant neoplasms of lip oral cavity and pharynx (C00-C14),451,2.9,1521
Total,2021 **,Malignant neoplasms of lip oral cavity and pharynx (C00-C14),1,N/A,1524
Total,Total,Malignant neoplasms of lip oral cavity and pharynx (C00-C14),452,1.4,1527
8TH GRADE OR LESS,2020 **,Malignant neoplasm of esophagus (C15),17,0.1,1530
8TH GRADE OR LESS,2021 **,Malignant neoplasm of esophagus (C15),0,N/A,1533
8TH GRADE OR LESS,Total,Malignant neoplasm of esophagus (C15),17,0.1,1536
9TH THRU 12TH GRADE; NO DIPLOMA,2020 **,Malignant neoplasm of esophagus (C15),62,0.4,1539
9TH THRU 12TH GRADE; NO DIPLOMA,2021 **,Malignant neoplasm of esophagus (C15),0,N/A,1542
9TH THRU 12TH GRADE; NO DIPLOMA,Total,Malignant neoplasm of esophagus (C15),62,0.2,1545
HIGH SCHOOL GRADUATE OR GED,2020 **,Malignant neoplasm of esophagus (C15),320,2.0,1548
HIGH SCHOOL GRADUATE OR GED,2021 **,Malignant neoplasm of esophagus (C15),2,N/A,1551
HIGH SCHOOL GRADUATE OR GED,Total,Malignant neoplasm of esophagus (C15),322,1.0,1554
COLLEGE BUT NO DEGREE,2020 **,Malignant neoplasm of esophagus (C15),72,0.4,1557
COLLEGE BUT NO DEGREE,2021 **,Malignant neoplasm of esophagus (C15),0,N/A,1560
COLLEGE BUT NO DEGREE,Total,Malignant neoplasm of esophagus (C15),72,0.2,1563
ASSOCIATE DEGREE (E.G. AA AS),2020 **,Malignant neoplasm of esophagus (C15),31,0.2,1566
ASSOCIATE DEGREE (E.G. AA AS),2021 **,Malignant neoplasm of esophagus (C15),0,N/A,1569
ASSOCIATE DEGREE (E.G. AA AS),Total,Malignant neoplasm of esophagus (C15),31,0.1,1572
BACHELORS DEGREE (E.G. BA AB BS),2020 **,Malignant neoplasm of esophagus (C15),79,0.5,1575
BACHELORS DEGREE (E.G. BA AB BS),2021 **,Malignant neoplasm of esophagus (C15),0,N/A,1578
BACHELORS DEGREE (E.G. BA AB BS),Total,Malignant neoplasm of esophagus (C15),79,0.3,1581
MASTERS DEGREE (E.G. MA MS..),2020 **,Malignant neoplasm of esophagus (C15),20,0.1,1584
MASTERS DEGREE (E.G. MA MS..),2021 **,Malignant neoplasm of esophagus (C15),0,N/A,1587
MASTERS DEGREE (E.G. MA MS..),Total,Malignant neoplasm of esophagus (C15),20,0.1,1590
DOCTORATE DEGREE OR PROFESSIONAL DEGREE,2020 **,Malignant neoplasm of esophagus (C15),14,0.1,1593
DOCTORATE DEGREE OR PROFESSIONAL DEGREE,2021 **,Malignant neoplasm of esophagus (C15),0,N/A,1596
DOCTORATE DEGREE OR PROFESSIONAL DEGREE,Total,Malignant neoplasm of esophagus (C15),14,0.0,1599
UNKNOWN,2020 **,Malignant neoplasm of esophagus (C15),10,0.1,1602
