DeathAgeGroupNCIAgeNCI,DeathCOD113ICDCode113Desc,Deaths,DeathAgeAdjustedRate11,SORT
55 to 59,Other diseases of respiratory system (J00-J06J30-J39J67J70-J98),1070,0.8,4698
60 to 64,Other diseases of respiratory system (J00-J06J30-J39J67J70-J98),1574,1.3,4701
65 to 69,Other diseases of respiratory system (J00-J06J30-J39J67J70-J98),2160,1.7,4704
70 to 74,Other diseases of respiratory system (J00-J06J30-J39J67J70-J98),2769,2.8,4707
75 to 79,Other diseases of respiratory system (J00-J06J30-J39J67J70-J98),3319,3.1,4710
80 to 84,Other diseases of respiratory system (J00-J06J30-J39J67J70-J98),3818,4.8,4713
85 and older,Other diseases of respiratory system (J00-J06J30-J39J67J70-J98),6542,2.8,4716
Unknown,Other diseases of respiratory system (J00-J06J30-J39J67J70-J98),35,N/A,4719
Total,Other diseases of respiratory system (J00-J06J30-J39J67J70-J98),23018,10.8,4722
Less than 1,Peptic ulcer (K25-K28),0,N/A,4725
1 to 4,Peptic ulcer (K25-K28),0,N/A,4728
5 to 9,Peptic ulcer (K25-K28),0,N/A,4731
10 to 14,Peptic ulcer (K25-K28),0,N/A,4734
15 to 19,Peptic ulcer (K25-K28),2,N/A,4737
20 to 24,Peptic ulcer (K25-K28),4,N/A,4740
25 to 29,Peptic ulcer (K25-K28),9,N/A,4743
30 to 34,Peptic ulcer (K25-K28),7,N/A,4746
35 to 39,Peptic ulcer (K25-K28),19,0.0,4749
40 to 44,Peptic ulcer (K25-K28),23,0.0,4752
45 to 49,Peptic ulcer (K25-K28),59,0.1,4755
50 to 54,Peptic ulcer (K25-K28),87,0.1,4758
55 to 59,Peptic ulcer (K25-K28),129,0.1,4761
60 to 64,Peptic ulcer (K25-K28),157,0.1,4764
65 to 69,Peptic ulcer (K25-K28),151,0.1,4767
70 to 74,Peptic ulcer (K25-K28),190,0.2,4770
75 to 79,Peptic ulcer (K25-K28),230,0.2,4773
80 to 84,Peptic ulcer (K25-K28),269,0.3,4776
85 and older,Peptic ulcer (K25-K28),576,0.2,4779
Unknown,Peptic ulcer (K25-K28),0,N/A,4782
Total,Peptic ulcer (K25-K28),1912,0.9,4785
Less than 1,Diseases of appendix (K35-K38),0,N/A,4788
1 to 4,Diseases of appendix (K35-K38),1,N/A,4791
5 to 9,Diseases of appendix (K35-K38),1,N/A,4794
10 to 14,Diseases of appendix (K35-K38),2,N/A,4797
15 to 19,Diseases of appendix (K35-K38),1,N/A,4800
20 to 24,Diseases of appendix (K35-K38),2,N/A,4803
25 to 29,Diseases of appendix (K35-K38),0,N/A,4806
30 to 34,Diseases of appendix (K35-K38),3,N/A,4809
35 to 39,Diseases of appendix (K35-K38),6,N/A,4812
40 to 44,Diseases of appendix (K35-K38),5,N/A,4815
45 to 49,Diseases of appendix (K35-K38),6,N/A,4818
50 to 54,Diseases of appendix (K35-K38),8,N/A,4821
55 to 59,Diseases of appendix (K35-K38),9,N/A,4824
60 to 64,Diseases of appendix (K35-K38),13,0.0,4827
65 to 69,Diseases of appendix (K35-K38),17,0.0,4830
70 to 74,Diseases of appendix (K35-K38),33,0.0,4833
75 to 79,Diseases of appendix (K35-K38),18,0.0,4836
80 to 84,Diseases of appendix (K35-K38),20,0.0,4839
85 and older,Diseases of appendix (K35-K38),53,0.0,4842
Unknown,Diseases of appendix (K35-K38),0,N/A,4845
Total,Diseases of appendix (K35-K38),198,0.1,4848
Less than 1,Hernia (K40-K46),12,0.0,4851
1 to 4,Hernia (K40-K46),1,N/A,4854
5 to 9,Hernia (K40-K46),1,N/A,4857
10 to 14,Hernia (K40-K46),0,N/A,4860
15 to 19,Hernia (K40-K46),0,N/A,4863
20 to 24,Hernia (K40-K46),0,N/A,4866
25 to 29,Hernia (K40-K46),1,N/A,4869
30 to 34,Hernia (K40-K46),0,N/A,4872
35 to 39,Hernia (K40-K46),7,N/A,4875
40 to 44,Hernia (K40-K46),10,0.0,4878
45 to 49,Hernia (K40-K46),21,0.0,4881
50 to 54,Hernia (K40-K46),20,0.0,4884
55 to 59,Hernia (K40-K46),42,0.0,4887
60 to 64,Hernia (K40-K46),73,0.1,4890
65 to 69,Hernia (K40-K46),71,0.1,4893
70 to 74,Hernia (K40-K46),91,0.1,4896
75 to 79,Hernia (K40-K46),123,0.1,4899
80 to 84,Hernia (K40-K46),158,0.2,4902
85 and older,Hernia (K40-K46),470,0.2,4905
Unknown,Hernia (K40-K46),0,N/A,4908
Total,Hernia (K40-K46),1101,0.5,4911
Less than 1,Alcoholic liver disease (K70),0,N/A,4914
1 to 4,Alcoholic liver disease (K70),0,N/A,4917
5 to 9,Alcoholic liver disease (K70),0,N/A,4920
10 to 14,Alcoholic liver disease (K70),0,N/A,4923
15 to 19,Alcoholic liver disease (K70),0,N/A,4926
20 to 24,Alcoholic liver disease (K70),5,N/A,4929
25 to 29,Alcoholic liver disease (K70),56,0.1,4932
30 to 34,Alcoholic liver disease (K70),161,0.2,4935
35 to 39,Alcoholic liver disease (K70),300,0.5,4938
40 to 44,Alcoholic liver disease (K70),625,0.9,4941
45 to 49,Alcoholic liver disease (K70),1060,1.2,4944
50 to 54,Alcoholic liver disease (K70),1613,1.8,4947
55 to 59,Alcoholic liver disease (K70),1766,1.3,4950
60 to 64,Alcoholic liver disease (K70),1455,1.2,4953
65 to 69,Alcoholic liver disease (K70),825,0.6,4956
70 to 74,Alcoholic liver disease (K70),484,0.5,4959
75 to 79,Alcoholic liver disease (K70),249,0.2,4962
80 to 84,Alcoholic liver disease (K70),125,0.2,4965
85 and older,Alcoholic liver disease (K70),59,0.0,4968
Unknown,Alcoholic liver disease (K70),12,N/A,4971
Total,Alcoholic liver disease (K70),8795,4.4,4974
Less than 1,Other chronic liver disease and cirrhosis (K73-K74),2,N/A,4977
1 to 4,Other chronic liver disease and cirrhosis (K73-K74),0,N/A,4980
5 to 9,Other chronic liver disease and cirrhosis (K73-K74),0,N/A,4983
10 to 14,Other chronic liver disease and cirrhosis (K73-K74),0,N/A,4986
15 to 19,Other chronic liver disease and cirrhosis (K73-K74),1,N/A,4989
20 to 24,Other chronic liver disease and cirrhosis (K73-K74),4,N/A,4992
25 to 29,Other chronic liver disease and cirrhosis (K73-K74),12,0.0,4995
30 to 34,Other chronic liver disease and cirrhosis (K73-K74),51,0.1,4998
35 to 39,Other chronic liver disease and cirrhosis (K73-K74),132,0.2,5001
40 to 44,Other chronic liver disease and cirrhosis (K73-K74),264,0.4,5004
45 to 49,Other chronic liver disease and cirrhosis (K73-K74),598,0.7,5007
50 to 54,Other chronic liver disease and cirrhosis (K73-K74),1078,1.2,5010
55 to 59,Other chronic liver disease and cirrhosis (K73-K74),1502,1.1,5013
60 to 64,Other chronic liver disease and cirrhosis (K73-K74),1593,1.3,5016
65 to 69,Other chronic liver disease and cirrhosis (K73-K74),1497,1.2,5019
70 to 74,Other chronic liver disease and cirrhosis (K73-K74),1317,1.3,5022
75 to 79,Other chronic liver disease and cirrhosis (K73-K74),1203,1.1,5025
80 to 84,Other chronic liver disease and cirrhosis (K73-K74),939,1.2,5028
85 and older,Other chronic liver disease and cirrhosis (K73-K74),757,0.3,5031
Unknown,Other chronic liver disease and cirrhosis (K73-K74),7,N/A,5034
Total,Other chronic liver disease and cirrhosis (K73-K74),10957,5.2,5037
Less than 1,Cholelithiasis and other disorders of gallbladder (K80-K82),0,N/A,5040
1 to 4,Cholelithiasis and other disorders of gallbladder (K80-K82),0,N/A,5043
5 to 9,Cholelithiasis and other disorders of gallbladder (K80-K82),0,N/A,5046
10 to 14,Cholelithiasis and other disorders of gallbladder (K80-K82),1,N/A,5049
15 to 19,Cholelithiasis and other disorders of gallbladder (K80-K82),3,N/A,5052
20 to 24,Cholelithiasis and other disorders of gallbladder (K80-K82),1,N/A,5055
25 to 29,Cholelithiasis and other disorders of gallbladder (K80-K82),1,N/A,5058
30 to 34,Cholelithiasis and other disorders of gallbladder (K80-K82),7,N/A,5061
35 to 39,Cholelithiasis and other disorders of gallbladder (K80-K82),8,N/A,5064
40 to 44,Cholelithiasis and other disorders of gallbladder (K80-K82),11,0.0,5067
45 to 49,Cholelithiasis and other disorders of gallbladder (K80-K82),18,0.0,5070
50 to 54,Cholelithiasis and other disorders of gallbladder (K80-K82),46,0.1,5073
55 to 59,Cholelithiasis and other disorders of gallbladder (K80-K82),65,0.0,5076
60 to 64,Cholelithiasis and other disorders of gallbladder (K80-K82),92,0.1,5079
65 to 69,Cholelithiasis and other disorders of gallbladder (K80-K82),146,0.1,5082
70 to 74,Cholelithiasis and other disorders of gallbladder (K80-K82),176,0.2,5085
75 to 79,Cholelithiasis and other disorders of gallbladder (K80-K82),251,0.2,5088
80 to 84,Cholelithiasis and other disorders of gallbladder (K80-K82),321,0.4,5091
85 and older,Cholelithiasis and other disorders of gallbladder (K80-K82),814,0.3,5094
Unknown,Cholelithiasis and other disorders of gallbladder (K80-K82),4,N/A,5097
Total,Cholelithiasis and other disorders of gallbladder (K80-K82),1965,0.9,5100
Less than 1,Acute and rapidly progressive nephritic and nephrotic syndrome (N00-N01N04),5,N/A,5103
1 to 4,Acute and rapidly progressive nephritic and nephrotic syndrome (N00-N01N04),0,N/A,5106
5 to 9,Acute and rapidly progressive nephritic and nephrotic syndrome (N00-N01N04),0,N/A,5109
10 to 14,Acute and rapidly progressive nephritic and nephrotic syndrome (N00-N01N04),0,N/A,5112
15 to 19,Acute and rapidly progressive nephritic and nephrotic syndrome (N00-N01N04),0,N/A,5115
20 to 24,Acute and rapidly progressive nephritic and nephrotic syndrome (N00-N01N04),2,N/A,5118
25 to 29,Acute and rapidly progressive nephritic and nephrotic syndrome (N00-N01N04),0,N/A,5121
30 to 34,Acute and rapidly progressive nephritic and nephrotic syndrome (N00-N01N04),1,N/A,5124
35 to 39,Acute and rapidly progressive nephritic and nephrotic syndrome (N00-N01N04),1,N/A,5127
40 to 44,Acute and rapidly progressive nephritic and nephrotic syndrome (N00-N01N04),1,N/A,5130
45 to 49,Acute and rapidly progressive nephritic and nephrotic syndrome (N00-N01N04),1,N/A,5133
50 to 54,Acute and rapidly progressive nephritic and nephrotic syndrome (N00-N01N04),5,N/A,5136
55 to 59,Acute and rapidly progressive nephritic and nephrotic syndrome (N00-N01N04),9,N/A,5139
60 to 64,Acute and rapidly progressive nephritic and nephrotic syndrome (N00-N01N04),13,0.0,5142
65 to 69,Acute and rapidly progressive nephritic and nephrotic syndrome (N00-N01N04),32,0.0,5145
70 to 74,Acute and rapidly progressive nephritic and nephrotic syndrome (N00-N01N04),20,0.0,5148
75 to 79,Acute and rapidly progressive nephritic and nephrotic syndrome (N00-N01N04),25,0.0,5151
80 to 84,Acute and rapidly progressive nephritic and nephrotic syndrome (N00-N01N04),40,0.1,5154
85 and older,Acute and rapidly progressive nephritic and nephrotic syndrome (N00-N01N04),86,0.0,5157
Unknown,Acute and rapidly progressive nephritic and nephrotic syndrome (N00-N01N04),0,N/A,5160
Total,Acute and rapidly progressive nephritic and nephrotic syndrome (N00-N01N04),241,0.1,5163
Less than 1,Chronic glomerulonephritis nephritis and nephritis not specified as acute or chronicand renal sclerosis unspecified (N02-N03N05-N07N26),1,N/A,5166
1 to 4,Chronic glomerulonephritis nephritis and nephritis not specified as acute or chronicand renal sclerosis unspecified (N02-N03N05-N07N26),0,N/A,5169
5 to 9,Chronic glomerulonephritis nephritis and nephritis not specified as acute or chronicand renal sclerosis unspecified (N02-N03N05-N07N26),0,N/A,5172
10 to 14,Chronic glomerulonephritis nephritis and nephritis not specified as acute or chronicand renal sclerosis unspecified (N02-N03N05-N07N26),1,N/A,5175
15 to 19,Chronic glomerulonephritis nephritis and nephritis not specified as acute or chronicand renal sclerosis unspecified (N02-N03N05-N07N26),1,N/A,5178
20 to 24,Chronic glomerulonephritis nephritis and nephritis not specified as acute or chronicand renal sclerosis unspecified (N02-N03N05-N07N26),2,N/A,5181
25 to 29,Chronic glomerulonephritis nephritis and nephritis not specified as acute or chronicand renal sclerosis unspecified (N02-N03N05-N07N26),2,N/A,5184
30 to 34,Chronic glomerulonephritis nephritis and nephritis not specified as acute or chronicand renal sclerosis unspecified (N02-N03N05-N07N26),4,N/A,5187
35 to 39,Chronic glomerulonephritis nephritis and nephritis not specified as acute or chronicand renal sclerosis unspecified (N02-N03N05-N07N26),5,N/A,5190
40 to 44,Chronic glomerulonephritis nephritis and nephritis not specified as acute or chronicand renal sclerosis unspecified (N02-N03N05-N07N26),7,N/A,5193
45 to 49,Chronic glomerulonephritis nephritis and nephritis not specified as acute or chronicand renal sclerosis unspecified (N02-N03N05-N07N26),18,0.0,5196
50 to 54,Chronic glomerulonephritis nephritis and nephritis not specified as acute or chronicand renal sclerosis unspecified (N02-N03N05-N07N26),18,0.0,5199
55 to 59,Chronic glomerulonephritis nephritis and nephritis not specified as acute or chronicand renal sclerosis unspecified (N02-N03N05-N07N26),35,0.0,5202
60 to 64,Chronic glomerulonephritis nephritis and nephritis not specified as acute or chronicand renal sclerosis unspecified (N02-N03N05-N07N26),41,0.0,5205
65 to 69,Chronic glomerulonephritis nephritis and nephritis not specified as acute or chronicand renal sclerosis unspecified (N02-N03N05-N07N26),32,0.0,5208
70 to 74,Chronic glomerulonephritis nephritis and nephritis not specified as acute or chronicand renal sclerosis unspecified (N02-N03N05-N07N26),66,0.1,5211
75 to 79,Chronic glomerulonephritis nephritis and nephritis not specified as acute or chronicand renal sclerosis unspecified (N02-N03N05-N07N26),97,0.1,5214
80 to 84,Chronic glomerulonephritis nephritis and nephritis not specified as acute or chronicand renal sclerosis unspecified (N02-N03N05-N07N26),180,0.2,5217
85 and older,Chronic glomerulonephritis nephritis and nephritis not specified as acute or chronicand renal sclerosis unspecified (N02-N03N05-N07N26),424,0.2,5220
Unknown,Chronic glomerulonephritis nephritis and nephritis not specified as acute or chronicand renal sclerosis unspecified (N02-N03N05-N07N26),0,N/A,5223
Total,Chronic glomerulonephritis nephritis and nephritis not specified as acute or chronicand renal sclerosis unspecified (N02-N03N05-N07N26),934,0.4,5226
Less than 1,Renal failure (N17-N19),57,0.0,5229
1 to 4,Renal failure (N17-N19),5,N/A,5232
5 to 9,Renal failure (N17-N19),5,N/A,5235
10 to 14,Renal failure (N17-N19),3,N/A,5238
15 to 19,Renal failure (N17-N19),7,N/A,5241
20 to 24,Renal failure (N17-N19),23,0.0,5244
25 to 29,Renal failure (N17-N19),56,0.1,5247
30 to 34,Renal failure (N17-N19),63,0.1,5250
35 to 39,Renal failure (N17-N19),120,0.2,5253
40 to 44,Renal failure (N17-N19),222,0.3,5256
45 to 49,Renal failure (N17-N19),441,0.5,5259
50 to 54,Renal failure (N17-N19),710,0.8,5262
55 to 59,Renal failure (N17-N19),1133,0.8,5265
60 to 64,Renal failure (N17-N19),1731,1.4,5268
65 to 69,Renal failure (N17-N19),2283,1.8,5271
70 to 74,Renal failure (N17-N19),3037,3.1,5274
75 to 79,Renal failure (N17-N19),3711,3.5,5277
80 to 84,Renal failure (N17-N19),4581,5.7,5280
85 and older,Renal failure (N17-N19),9217,3.9,5283
Unknown,Renal failure (N17-N19),45,N/A,5286
Total,Renal failure (N17-N19),27450,12.8,5289
Less than 1,Other disorders of kidney (N25N27),0,N/A,5292
1 to 4,Other disorders of kidney (N25N27),0,N/A,5295
5 to 9,Other disorders of kidney (N25N27),0,N/A,5298
10 to 14,Other disorders of kidney (N25N27),0,N/A,5301
15 to 19,Other disorders of kidney (N25N27),0,N/A,5304
20 to 24,Other disorders of kidney (N25N27),0,N/A,5307
25 to 29,Other disorders of kidney (N25N27),0,N/A,5310
30 to 34,Other disorders of kidney (N25N27),0,N/A,5313
35 to 39,Other disorders of kidney (N25N27),0,N/A,5316
40 to 44,Other disorders of kidney (N25N27),3,N/A,5319
45 to 49,Other disorders of kidney (N25N27),0,N/A,5322
50 to 54,Other disorders of kidney (N25N27),1,N/A,5325
55 to 59,Other disorders of kidney (N25N27),0,N/A,5328
60 to 64,Other disorders of kidney (N25N27),2,N/A,5331
65 to 69,Other disorders of kidney (N25N27),2,N/A,5334
70 to 74,Other disorders of kidney (N25N27),0,N/A,5337
75 to 79,Other disorders of kidney (N25N27),2,N/A,5340
80 to 84,Other disorders of kidney (N25N27),1,N/A,5343
85 and older,Other disorders of kidney (N25N27),3,N/A,5346
Unknown,Other disorders of kidney (N25N27),0,N/A,5349
Total,Other disorders of kidney (N25N27),14,0.0,5352
Less than 1,Infections of kidney (N10-N12N13.6N15.1),2,N/A,5355
1 to 4,Infections of kidney (N10-N12N13.6N15.1),1,N/A,5358
5 to 9,Infections of kidney (N10-N12N13.6N15.1),0,N/A,5361
10 to 14,Infections of kidney (N10-N12N13.6N15.1),0,N/A,5364
15 to 19,Infections of kidney (N10-N12N13.6N15.1),0,N/A,5367
20 to 24,Infections of kidney (N10-N12N13.6N15.1),2,N/A,5370
25 to 29,Infections of kidney (N10-N12N13.6N15.1),2,N/A,5373
30 to 34,Infections of kidney (N10-N12N13.6N15.1),6,N/A,5376
35 to 39,Infections of kidney (N10-N12N13.6N15.1),4,N/A,5379
40 to 44,Infections of kidney (N10-N12N13.6N15.1),9,N/A,5382
45 to 49,Infections of kidney (N10-N12N13.6N15.1),19,0.0,5385
50 to 54,Infections of kidney (N10-N12N13.6N15.1),28,0.0,5388
55 to 59,Infections of kidney (N10-N12N13.6N15.1),25,0.0,5391
60 to 64,Infections of kidney (N10-N12N13.6N15.1),30,0.0,5394
65 to 69,Infections of kidney (N10-N12N13.6N15.1),29,0.0,5397
70 to 74,Infections of kidney (N10-N12N13.6N15.1),36,0.0,5400
75 to 79,Infections of kidney (N10-N12N13.6N15.1),34,0.0,5403
80 to 84,Infections of kidney (N10-N12N13.6N15.1),58,0.1,5406
85 and older,Infections of kidney (N10-N12N13.6N15.1),87,0.0,5409
Unknown,Infections of kidney (N10-N12N13.6N15.1),1,N/A,5412
Total,Infections of kidney (N10-N12N13.6N15.1),373,0.2,5415
Less than 1,Hyperplasia of prostate (N40),0,N/A,5418
1 to 4,Hyperplasia of prostate (N40),0,N/A,5421
5 to 9,Hyperplasia of prostate (N40),0,N/A,5424
10 to 14,Hyperplasia of prostate (N40),0,N/A,5427
15 to 19,Hyperplasia of prostate (N40),0,N/A,5430
20 to 24,Hyperplasia of prostate (N40),0,N/A,5433
25 to 29,Hyperplasia of prostate (N40),0,N/A,5436
30 to 34,Hyperplasia of prostate (N40),0,N/A,5439
35 to 39,Hyperplasia of prostate (N40),0,N/A,5442
40 to 44,Hyperplasia of prostate (N40),0,N/A,5445
45 to 49,Hyperplasia of prostate (N40),0,N/A,5448
50 to 54,Hyperplasia of prostate (N40),1,N/A,5451
55 to 59,Hyperplasia of prostate (N40),2,N/A,5454
60 to 64,Hyperplasia of prostate (N40),7,N/A,5457
65 to 69,Hyperplasia of prostate (N40),13,0.0,5460
70 to 74,Hyperplasia of prostate (N40),29,0.0,5463
75 to 79,Hyperplasia of prostate (N40),34,0.0,5466
80 to 84,Hyperplasia of prostate (N40),62,0.1,5469
85 and older,Hyperplasia of prostate (N40),190,0.1,5472
Unknown,Hyperplasia of prostate (N40),0,N/A,5475
Total,Hyperplasia of prostate (N40),338,0.2,5478
Less than 1,Inflammatory diseases of female pelvic organs (N70-N76),1,N/A,5481
1 to 4,Inflammatory diseases of female pelvic organs (N70-N76),0,N/A,5484
5 to 9,Inflammatory diseases of female pelvic organs (N70-N76),0,N/A,5487
10 to 14,Inflammatory diseases of female pelvic organs (N70-N76),0,N/A,5490
15 to 19,Inflammatory diseases of female pelvic organs (N70-N76),0,N/A,5493
20 to 24,Inflammatory diseases of female pelvic organs (N70-N76),1,N/A,5496
25 to 29,Inflammatory diseases of female pelvic organs (N70-N76),0,N/A,5499
30 to 34,Inflammatory diseases of female pelvic organs (N70-N76),1,N/A,5502
35 to 39,Inflammatory diseases of female pelvic organs (N70-N76),3,N/A,5505
40 to 44,Inflammatory diseases of female pelvic organs (N70-N76),3,N/A,5508
45 to 49,Inflammatory diseases of female pelvic organs (N70-N76),0,N/A,5511
50 to 54,Inflammatory diseases of female pelvic organs (N70-N76),2,N/A,5514
55 to 59,Inflammatory diseases of female pelvic organs (N70-N76),2,N/A,5517
60 to 64,Inflammatory diseases of female pelvic organs (N70-N76),2,N/A,5520
65 to 69,Inflammatory diseases of female pelvic organs (N70-N76),6,N/A,5523
70 to 74,Inflammatory diseases of female pelvic organs (N70-N76),10,0.0,5526
75 to 79,Inflammatory diseases of female pelvic organs (N70-N76),7,N/A,5529
80 to 84,Inflammatory diseases of female pelvic organs (N70-N76),14,0.0,5532
85 and older,Inflammatory diseases of female pelvic organs (N70-N76),19,0.0,5535
Unknown,Inflammatory diseases of female pelvic organs (N70-N76),0,N/A,5538
Total,Inflammatory diseases of female pelvic organs (N70-N76),71,0.0,5541
Less than 1,Pregnancy with abortive outcome (O00-O07),0,N/A,5544
1 to 4,Pregnancy with abortive outcome (O00-O07),0,N/A,5547
5 to 9,Pregnancy with abortive outcome (O00-O07),0,N/A,5550
10 to 14,Pregnancy with abortive outcome (O00-O07),0,N/A,5553
15 to 19,Pregnancy with abortive outcome (O00-O07),0,N/A,5556
20 to 24,Pregnancy with abortive outcome (O00-O07),2,N/A,5559
25 to 29,Pregnancy with abortive outcome (O00-O07),1,N/A,5562
30 to 34,Pregnancy with abortive outcome (O00-O07),3,N/A,5565
35 to 39,Pregnancy with abortive outcome (O00-O07),1,N/A,5568
40 to 44,Pregnancy with abortive outcome (O00-O07),0,N/A,5571
45 to 49,Pregnancy with abortive outcome (O00-O07),0,N/A,5574
50 to 54,Pregnancy with abortive outcome (O00-O07),0,N/A,5577
55 to 59,Pregnancy with abortive outcome (O00-O07),0,N/A,5580
60 to 64,Pregnancy with abortive outcome (O00-O07),0,N/A,5583
65 to 69,Pregnancy with abortive outcome (O00-O07),0,N/A,5586
70 to 74,Pregnancy with abortive outcome (O00-O07),0,N/A,5589
75 to 79,Pregnancy with abortive outcome (O00-O07),0,N/A,5592
80 to 84,Pregnancy with abortive outcome (O00-O07),0,N/A,5595
85 and older,Pregnancy with abortive outcome (O00-O07),0,N/A,5598
Unknown,Pregnancy with abortive outcome (O00-O07),0,N/A,5601
Total,Pregnancy with abortive outcome (O00-O07),7,N/A,5604
Less than 1,Other complications of pregnancy childbirth and the puerperium (O10-O99),0,N/A,5607
1 to 4,Other complications of pregnancy childbirth and the puerperium (O10-O99),0,N/A,5610
5 to 9,Other complications of pregnancy childbirth and the puerperium (O10-O99),0,N/A,5613
10 to 14,Other complications of pregnancy childbirth and the puerperium (O10-O99),2,N/A,5616
15 to 19,Other complications of pregnancy childbirth and the puerperium (O10-O99),24,0.0,5619
20 to 24,Other complications of pregnancy childbirth and the puerperium (O10-O99),79,0.1,5622
25 to 29,Other complications of pregnancy childbirth and the puerperium (O10-O99),91,0.1,5625
30 to 34,Other complications of pregnancy childbirth and the puerperium (O10-O99),116,0.1,5628
35 to 39,Other complications of pregnancy childbirth and the puerperium (O10-O99),71,0.1,5631
40 to 44,Other complications of pregnancy childbirth and the puerperium (O10-O99),41,0.1,5634
45 to 49,Other complications of pregnancy childbirth and the puerperium (O10-O99),26,0.0,5637
50 to 54,Other complications of pregnancy childbirth and the puerperium (O10-O99),23,0.0,5640
55 to 59,Other complications of pregnancy childbirth and the puerperium (O10-O99),3,N/A,5643
60 to 64,Other complications of pregnancy childbirth and the puerperium (O10-O99),0,N/A,5646
65 to 69,Other complications of pregnancy childbirth and the puerperium (O10-O99),0,N/A,5649
70 to 74,Other complications of pregnancy childbirth and the puerperium (O10-O99),0,N/A,5652
75 to 79,Other complications of pregnancy childbirth and the puerperium (O10-O99),0,N/A,5655
80 to 84,Other complications of pregnancy childbirth and the puerperium (O10-O99),0,N/A,5658
85 and older,Other complications of pregnancy childbirth and the puerperium (O10-O99),0,N/A,5661
Unknown,Other complications of pregnancy childbirth and the puerperium (O10-O99),0,N/A,5664
Total,Other complications of pregnancy childbirth and the puerperium (O10-O99),476,0.3,5667
Less than 1,Certain conditions originating in the perinatal period (P00-P96),7233,4.8,5670
1 to 4,Certain conditions originating in the perinatal period (P00-P96),29,0.0,5673
5 to 9,Certain conditions originating in the perinatal period (P00-P96),9,N/A,5676
10 to 14,Certain conditions originating in the perinatal period (P00-P96),9,N/A,5679
15 to 19,Certain conditions originating in the perinatal period (P00-P96),3,N/A,5682
20 to 24,Certain conditions originating in the perinatal period (P00-P96),2,N/A,5685
25 to 29,Certain conditions originating in the perinatal period (P00-P96),3,N/A,5688
30 to 34,Certain conditions originating in the perinatal period (P00-P96),2,N/A,5691
35 to 39,Certain conditions originating in the perinatal period (P00-P96),0,N/A,5694
40 to 44,Certain conditions originating in the perinatal period (P00-P96),1,N/A,5697
45 to 49,Certain conditions originating in the perinatal period (P00-P96),1,N/A,5700
50 to 54,Certain conditions originating in the perinatal period (P00-P96),2,N/A,5703
55 to 59,Certain conditions originating in the perinatal period (P00-P96),1,N/A,5706
60 to 64,Certain conditions originating in the perinatal period (P00-P96),1,N/A,5709
65 to 69,Certain conditions originating in the perinatal period (P00-P96),1,N/A,5712
70 to 74,Certain conditions originating in the perinatal period (P00-P96),1,N/A,5715
75 to 79,Certain conditions originating in the perinatal period (P00-P96),0,N/A,5718
80 to 84,Certain conditions originating in the perinatal period (P00-P96),1,N/A,5721
85 and older,Certain conditions originating in the perinatal period (P00-P96),0,N/A,5724
Unknown,Certain conditions originating in the perinatal period (P00-P96),2,N/A,5727
Total,Certain conditions originating in the perinatal period (P00-P96),7301,4.9,5730
Less than 1,Congenital malformations deformations and chromosomal abnormalities (Q00-Q99),2785,1.9,5733
1 to 4,Congenital malformations deformations and chromosomal abnormalities (Q00-Q99),253,0.2,5736
5 to 9,Congenital malformations deformations and chromosomal abnormalities (Q00-Q99),90,0.1,5739
10 to 14,Congenital malformations deformations and chromosomal abnormalities (Q00-Q99),95,0.1,5742
15 to 19,Congenital malformations deformations and chromosomal abnormalities (Q00-Q99),120,0.1,5745
20 to 24,Congenital malformations deformations and chromosomal abnormalities (Q00-Q99),117,0.1,5748
25 to 29,Congenital malformations deformations and chromosomal abnormalities (Q00-Q99),128,0.2,5751
30 to 34,Congenital malformations deformations and chromosomal abnormalities (Q00-Q99),127,0.2,5754
35 to 39,Congenital malformations deformations and chromosomal abnormalities (Q00-Q99),152,0.2,5757
40 to 44,Congenital malformations deformations and chromosomal abnormalities (Q00-Q99),151,0.2,5760
45 to 49,Congenital malformations deformations and chromosomal abnormalities (Q00-Q99),179,0.2,5763
50 to 54,Congenital malformations deformations and chromosomal abnormalities (Q00-Q99),226,0.2,5766
55 to 59,Congenital malformations deformations and chromosomal abnormalities (Q00-Q99),342,0.2,5769
60 to 64,Congenital malformations deformations and chromosomal abnormalities (Q00-Q99),273,0.2,5772
65 to 69,Congenital malformations deformations and chromosomal abnormalities (Q00-Q99),166,0.1,5775
70 to 74,Congenital malformations deformations and chromosomal abnormalities (Q00-Q99),117,0.1,5778
75 to 79,Congenital malformations deformations and chromosomal abnormalities (Q00-Q99),124,0.1,5781
80 to 84,Congenital malformations deformations and chromosomal abnormalities (Q00-Q99),99,0.1,5784
85 and older,Congenital malformations deformations and chromosomal abnormalities (Q00-Q99),175,0.1,5787
Unknown,Congenital malformations deformations and chromosomal abnormalities (Q00-Q99),5,N/A,5790
Total,Congenital malformations deformations and chromosomal abnormalities (Q00-Q99),5724,3.4,5793
Less than 1,Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified (R00-R99),1697,1.1,5796
1 to 4,Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified (R00-R99),132,0.1,5799
5 to 9,Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified (R00-R99),36,0.0,5802
10 to 14,Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified (R00-R99),52,0.1,5805
