DeathSexSexDesc,DeathYearYear,DeathCOD113ICDCode113Desc,Deaths,DeathAgeAdjustedRate11,SORT
Female,2021 **,Complications of medical and surgical care (Y40-Y84Y88),0,N/A,3999
Female,Total,Complications of medical and surgical care (Y40-Y84Y88),110,0.7,4002
Male,2020 **,Complications of medical and surgical care (Y40-Y84Y88),114,1.8,4005
Male,2021 **,Complications of medical and surgical care (Y40-Y84Y88),0,N/A,4008
Male,Total,Complications of medical and surgical care (Y40-Y84Y88),114,0.9,4011
Unknown,2020 **,Complications of medical and surgical care (Y40-Y84Y88),0,N/A,4014
Unknown,2021 **,Complications of medical and surgical care (Y40-Y84Y88),0,N/A,4017
Unknown,Total,Complications of medical and surgical care (Y40-Y84Y88),0,N/A,4020
Total,2020 **,Complications of medical and surgical care (Y40-Y84Y88),224,1.5,4023
Total,2021 **,Complications of medical and surgical care (Y40-Y84Y88),0,N/A,4026
Total,Total,Complications of medical and surgical care (Y40-Y84Y88),224,0.8,4029
Female,2020 **,Total,67465,774.8,4032
Female,2021 **,Total,742,8.2,4035
Female,Total,Total,68207,391.5,4038
Male,2020 **,Total,70712,1102.9,4041
Male,2021 **,Total,790,12.3,4044
Male,Total,Total,71502,557.6,4047
Unknown,2020 **,Total,1,N/A,4050
Unknown,2021 **,Total,0,N/A,4053
Unknown,Total,Total,1,N/A,4056
Total,2020 **,Total,138178,923.9,4059
Total,2021 **,Total,1532,10.1,4062
Total,Total,Total,139710,467.0,4065
